tweet,created_at,tokens,sentiment,sentiment_prob
kang dedi mulyadi resident playbook nak foto mama papa muda,Thu May 08 04:05:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nak', 'foto', 'mama', 'papa', 'muda']",netral,"[0.0001586572761880234, 0.9996317625045776, 0.00020965001021977514]"
eh beneran orang agresif banget kemarin muncul wacana kang dedi mulyadi tuntut pusat redistribusi tambah dau dll doi rekrut dukung elite kuasa provinsiprovinsi dukung agenda level nasional proyek,Thu May 08 01:03:11 +0000 2025,"['eh', 'beneran', 'orang', 'agresif', 'banget', 'kemarin', 'muncul', 'wacana', 'kang', 'dedi', 'mulyadi', 'tuntut', 'pusat', 'redistribusi', 'tambah', 'dau', 'dll', 'doi', 'rekrut', 'dukung', 'elite', 'kuasa', 'provinsiprovinsi', 'dukung', 'agenda', 'level', 'nasional', 'proyek']",negatif,"[3.282826946815476e-05, 0.00026447768323123455, 0.9997026324272156]"
kang dedi mulyadi park chung seop amp little geum myeong,Thu May 08 03:14:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'park', 'chung', 'seop', 'amp', 'little', 'geum', 'myeong']",netral,"[0.00021473466767929494, 0.99960857629776, 0.0001766955538187176]"
film hifive masuk indonesia lihat kah bioskop sender banget confirm tayang sg my kh indonesia kang dedi mulyadi,Thu May 08 03:16:51 +0000 2025,"['film', 'hifive', 'masuk', 'indonesia', 'lihat', 'kah', 'bioskop', 'sender', 'banget', 'confirm', 'tayang', 'sg', 'my', 'kh', 'indonesia', 'kang', 'dedi', 'mulyadi']",netral,"[0.0006426788750104606, 0.9983006119728088, 0.0010567988501861691]"
kang dedi mulyadi resident playbook junhan chihong iksun udah nikah sih sunyoung iksun kaya chu minha udah deh sia namkyung iyaa udah fix yaa guys confirmed nikah gomgom silverdragon couple,Thu May 08 04:02:46 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'junhan', 'chihong', 'iksun', 'udah', 'nikah', 'sih', 'sunyoung', 'iksun', 'kaya', 'chu', 'minha', 'udah', 'deh', 'sia', 'namkyung', 'iyaa', 'udah', 'fix', 'yaa', 'guys', 'confirmed', 'nikah', 'gomgom', 'silverdragon', 'couple']",netral,"[0.0020143575966358185, 0.9696897864341736, 0.028295885771512985]"
kang dedi mulyadi spring of youth hong jaemin udah typo mulut guys tetep kagak ubah peran btw cakep banget model rambut yoonchan,Thu May 08 03:08:18 +0000 2025,"['kang', 'dedi', 'mulyadi', 'spring', 'of', 'youth', 'hong', 'jaemin', 'udah', 'typo', 'mulut', 'guys', 'tetep', 'kagak', 'ubah', 'peran', 'btw', 'cakep', 'banget', 'model', 'rambut', 'yoonchan']",positif,"[0.5974939465522766, 0.3915491998195648, 0.010956861078739166]"
gara gubernur jawa barat dedi mulyadi anak sma pisah damkar,Thu May 08 02:41:35 +0000 2025,"['gara', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'anak', 'sma', 'pisah', 'damkar']",netral,"[0.00011117906251456589, 0.9975384473800659, 0.0023503354750573635]"
worth nih kang dedi mulyadi eh kdb,Thu May 08 02:12:17 +0000 2025,"['worth', 'nih', 'kang', 'dedi', 'mulyadi', 'eh', 'kdb']",netral,"[0.21885406970977783, 0.4945255517959595, 0.28662043809890747]"
on going kang dedi mulyadi the haunted palace mutualan sender yukk janlup fb yaa,Thu May 08 05:05:02 +0000 2025,"['on', 'going', 'kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'mutualan', 'sender', 'yukk', 'janlup', 'fb', 'yaa']",netral,"[0.0001874807057902217, 0.9994795918464661, 0.000332910189172253]"
kang dedi mulyadi jujur emang pesona hong min gi bikin ganteng banget tuh kerna mata ya tatap kuat liat mata manhwa webtoon,Thu May 08 04:45:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'jujur', 'emang', 'pesona', 'hong', 'min', 'gi', 'bikin', 'ganteng', 'banget', 'tuh', 'kerna', 'mata', 'ya', 'tatap', 'kuat', 'liat', 'mata', 'manhwa', 'webtoon']",positif,"[0.9996039271354675, 0.00022952668950892985, 0.00016654162027407438]"
kang dedi mulyadi seonho live malem ngerayain birthday bareng fans komen samchun saengil chukhae seonho ketawa gomawo bentar gue beneran samchun nih,Thu May 08 04:32:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'seonho', 'live', 'malem', 'ngerayain', 'birthday', 'bareng', 'fans', 'komen', 'samchun', 'saengil', 'chukhae', 'seonho', 'ketawa', 'gomawo', 'bentar', 'gue', 'beneran', 'samchun', 'nih']",positif,"[0.9911864399909973, 0.007899081334471703, 0.0009144321084022522]"
kang dedi mulyadi cha woomin si introvert sebaeksang,Thu May 08 02:25:58 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cha', 'woomin', 'si', 'introvert', 'sebaeksang']",negatif,"[0.0007957994239404798, 0.0162001121789217, 0.983004093170166]"
kang dedi mulyadi ekspresi hyunbin wooseok amp hyeyoon menang popularity baeksang hati si papi oh nyebut nama amp istri hentiin amp nge shiroin wangjanim,Thu May 08 02:30:23 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ekspresi', 'hyunbin', 'wooseok', 'amp', 'hyeyoon', 'menang', 'popularity', 'baeksang', 'hati', 'si', 'papi', 'oh', 'nyebut', 'nama', 'amp', 'istri', 'hentiin', 'amp', 'nge', 'shiroin', 'wangjanim']",netral,"[0.0009951975662261248, 0.9985274076461792, 0.00047730159712955356]"
ledak motor net tertawa kang dedi mulyadi,Wed May 07 23:06:52 +0000 2025,"['ledak', 'motor', 'net', 'tertawa', 'kang', 'dedi', 'mulyadi']",netral,"[0.3317568302154541, 0.3638020157814026, 0.3044412434101105]"
sn kelar rewatch business proposal trs ken lihat mas ucup kang dedi mulyadi a time called you kasih rate nya drama guys,Thu May 08 02:26:09 +0000 2025,"['sn', 'kelar', 'rewatch', 'business', 'proposal', 'trs', 'ken', 'lihat', 'mas', 'ucup', 'kang', 'dedi', 'mulyadi', 'a', 'time', 'called', 'you', 'kasih', 'rate', 'nya', 'drama', 'guys']",netral,"[0.0007035825401544571, 0.9990383386611938, 0.000258074258454144]"
kang dedi mulyadi lihat drama si cantik lihat im not robot a piece of your mind guysss,Thu May 08 02:11:50 +0000 2025,"['kang', 'dedi', 'mulyadi', 'lihat', 'drama', 'si', 'cantik', 'lihat', 'im', 'not', 'robot', 'a', 'piece', 'of', 'your', 'mind', 'guysss']",netral,"[0.0004338232392910868, 0.9993525147438049, 0.00021357896912377328]"
kang dedi mulyadi knetz media korea move on tampil lim jiyeon baeksang kemarin kulit putih pucat jiyeon cocok warna dressnya makeup on point style rambut feels so classic vibe,Thu May 08 02:13:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'knetz', 'media', 'korea', 'move', 'on', 'tampil', 'lim', 'jiyeon', 'baeksang', 'kemarin', 'kulit', 'putih', 'pucat', 'jiyeon', 'cocok', 'warna', 'dressnya', 'makeup', 'on', 'point', 'style', 'rambut', 'feels', 'so', 'classic', 'vibe']",positif,"[0.9590015411376953, 0.040488168597221375, 0.000510315818246454]"
indonesia hukum tegak sistem rusak baik baris bar stpdn sumedang capa abri hegarmanah mah awas citra habis mulyono terbit mulyadi sang musang bulu domba ciduk kamera aing,Wed May 07 13:01:47 +0000 2025,"['indonesia', 'hukum', 'tegak', 'sistem', 'rusak', 'baik', 'baris', 'bar', 'stpdn', 'sumedang', 'capa', 'abri', 'hegarmanah', 'mah', 'awas', 'citra', 'habis', 'mulyono', 'terbit', 'mulyadi', 'sang', 'musang', 'bulu', 'domba', 'ciduk', 'kamera', 'aing']",negatif,"[3.2699404982849956e-05, 9.98698960756883e-05, 0.9998674392700195]"
netflix movie kang dedi mulyadi husbands in action gimana suami amp mantan suami selamat istri culi organisasi a comedy action film starring jin sunkyu gong myung kang hanna kim jiseok lee dahee yoon kyungho,Thu May 08 02:14:53 +0000 2025,"['netflix', 'movie', 'kang', 'dedi', 'mulyadi', 'husbands', 'in', 'action', 'gimana', 'suami', 'amp', 'mantan', 'suami', 'selamat', 'istri', 'culi', 'organisasi', 'a', 'comedy', 'action', 'film', 'starring', 'jin', 'sunkyu', 'gong', 'myung', 'kang', 'hanna', 'kim', 'jiseok', 'lee', 'dahee', 'yoon', 'kyungho']",netral,"[0.0005418723449110985, 0.9991874098777771, 0.0002707321255002171]"
volkan abi adam satmaz dedi batuhan survivor,Wed May 07 20:59:21 +0000 2025,"['volkan', 'abi', 'adam', 'satmaz', 'dedi', 'batuhan', 'survivor']",netral,"[0.00012222043005749583, 0.9995740056037903, 0.0003036986163351685]"
zhilarf proses nya kang dedi mulyadi populer narasi indonesia entitas jakartasentris jajah eksploitasi wilayah worst case harap indonesianization would be so much different and unique than balkanization,Thu May 08 02:27:39 +0000 2025,"['zhilarf', 'proses', 'nya', 'kang', 'dedi', 'mulyadi', 'populer', 'narasi', 'indonesia', 'entitas', 'jakartasentris', 'jajah', 'eksploitasi', 'wilayah', 'worst', 'case', 'harap', 'indonesianization', 'would', 'be', 'so', 'much', 'different', 'and', 'unique', 'than', 'balkanization']",netral,"[0.2082439661026001, 0.789680540561676, 0.0020754991564899683]"
kafirintrover nyoba bayangin gila kang dedi mulyadi nyapres kang dedi mulyadi teluknaga bentak satpam sawah hancur kena jalur truk kang dedi mulyadi pulau obi batuk batuk kena asap racun kakek tua menang jalan,Thu May 08 02:21:57 +0000 2025,"['kafirintrover', 'nyoba', 'bayangin', 'gila', 'kang', 'dedi', 'mulyadi', 'nyapres', 'kang', 'dedi', 'mulyadi', 'teluknaga', 'bentak', 'satpam', 'sawah', 'hancur', 'kena', 'jalur', 'truk', 'kang', 'dedi', 'mulyadi', 'pulau', 'obi', 'batuk', 'batuk', 'kena', 'asap', 'racun', 'kakek', 'tua', 'menang', 'jalan']",negatif,"[3.9205151551868767e-05, 0.0001311354135395959, 0.9998296499252319]"
park hu weak hero kang dedi mulyadi drama ya seru,Thu May 08 01:45:21 +0000 2025,"['park', 'hu', 'weak', 'hero', 'kang', 'dedi', 'mulyadi', 'drama', 'ya', 'seru']",positif,"[0.9994329810142517, 0.00019489575061015785, 0.0003721256216522306]"
kang dedi mulyadi weak hero wow casting news whc sender mikir jihoon amp hyunwook chemistry warbiyasah loh skrng tweet salah fanacc ny kaget jam views udah juta likes k hah the power of sieun amp suho,Thu May 08 01:14:26 +0000 2025,"['kang', 'dedi', 'mulyadi', 'weak', 'hero', 'wow', 'casting', 'news', 'whc', 'sender', 'mikir', 'jihoon', 'amp', 'hyunwook', 'chemistry', 'warbiyasah', 'loh', 'skrng', 'tweet', 'salah', 'fanacc', 'ny', 'kaget', 'jam', 'views', 'udah', 'juta', 'likes', 'k', 'hah', 'the', 'power', 'of', 'sieun', 'amp', 'suho']",netral,"[0.26681527495384216, 0.6948729753494263, 0.03831174597144127]"
o benim ponymmis gpt dedi,Wed May 07 19:18:22 +0000 2025,"['o', 'benim', 'ponymmis', 'gpt', 'dedi']",netral,"[9.47069565881975e-05, 0.9996640682220459, 0.00024114461848512292]"
netizen x fanboy mesias x khawatir kang dedi mulyadi tandany milih kang dedi mulyadi biar narasi intelekny ilang total pilih ditakutin netizen xfanboy mesias x masuk akal,Wed May 07 16:13:47 +0000 2025,"['netizen', 'x', 'fanboy', 'mesias', 'x', 'khawatir', 'kang', 'dedi', 'mulyadi', 'tandany', 'milih', 'kang', 'dedi', 'mulyadi', 'biar', 'narasi', 'intelekny', 'ilang', 'total', 'pilih', 'ditakutin', 'netizen', 'xfanboy', 'mesias', 'x', 'masuk', 'akal']",negatif,"[0.01096971146762371, 0.00984417274594307, 0.9791861176490784]"
bused main game dimasukin barak kang dedi mulyadi dendam kalah solo rank kah,Wed May 07 16:27:54 +0000 2025,"['bused', 'main', 'game', 'dimasukin', 'barak', 'kang', 'dedi', 'mulyadi', 'dendam', 'kalah', 'solo', 'rank', 'kah']",negatif,"[3.4862139727920294e-05, 0.00014864282275084406, 0.9998164772987366]"
dibikinin film hindar tepat to kang dedi mulyadi,Wed May 07 11:41:25 +0000 2025,"['dibikinin', 'film', 'hindar', 'tepat', 'to', 'kang', 'dedi', 'mulyadi']",netral,"[0.0001331472012680024, 0.9991419315338135, 0.0007248541805893183]"
kang dedi mulyadi seo ye ji kabar comeback drakor judul forest of human webtoon tayang ott,Thu May 08 02:09:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'seo', 'ye', 'ji', 'kabar', 'comeback', 'drakor', 'judul', 'forest', 'of', 'human', 'webtoon', 'tayang', 'ott']",netral,"[0.0001068916026270017, 0.9996477365493774, 0.0002453296910971403]"
dedi mercury,Tue May 06 05:33:13 +0000 2025,"['dedi', 'mercury']",netral,"[0.008708260953426361, 0.9885413646697998, 0.002750346902757883]"
kang dedi mulyadi princess hyeyoon tolong kembaliin sepatu cinderella pulang,Wed May 07 15:29:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'princess', 'hyeyoon', 'tolong', 'kembaliin', 'sepatu', 'cinderella', 'pulang']",netral,"[0.00011165523756062612, 0.9984468817710876, 0.0014415251789614558]"
kang dedi mulyadi kaget banget umur cast spring of youth real life,Wed May 07 15:20:57 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kaget', 'banget', 'umur', 'cast', 'spring', 'of', 'youth', 'real', 'life']",positif,"[0.99958735704422, 0.00021331808238755912, 0.0001993484765989706]"
foto aktor aktris fav sender gettyimages red carpet baeksang kang dedi mulyadi,Wed May 07 15:32:24 +0000 2025,"['foto', 'aktor', 'aktris', 'fav', 'sender', 'gettyimages', 'red', 'carpet', 'baeksang', 'kang', 'dedi', 'mulyadi']",netral,"[0.00022494852601084858, 0.9996645450592041, 0.00011045223800465465]"
anies relevan gerak brandingnya jalan sentuh rakyat ya isi tarung pramono vs kang dedi mulyadi vs gibran seru,Wed May 07 17:35:10 +0000 2025,"['anies', 'relevan', 'gerak', 'brandingnya', 'jalan', 'sentuh', 'rakyat', 'ya', 'isi', 'tarung', 'pramono', 'vs', 'kang', 'dedi', 'mulyadi', 'vs', 'gibran', 'seru']",positif,"[0.8202362656593323, 0.17829322814941406, 0.0014705141074955463]"
goks era kang dedi mulyadi pasar tambun obrak abrik biar rapih jalan lega korupsi lahan bongkar mandiri,Wed May 07 13:34:31 +0000 2025,"['goks', 'era', 'kang', 'dedi', 'mulyadi', 'pasar', 'tambun', 'obrak', 'abrik', 'biar', 'rapih', 'jalan', 'lega', 'korupsi', 'lahan', 'bongkar', 'mandiri']",netral,"[0.0004949934664182365, 0.7949581742286682, 0.20454680919647217]"
dedi yeuh barudak,Wed May 07 18:27:10 +0000 2025,"['dedi', 'yeuh', 'barudak']",negatif,"[0.00029823541990481317, 0.18039341270923615, 0.819308340549469]"
pidato kang dedi mulyadi persib juara,Wed May 07 16:34:52 +0000 2025,"['pidato', 'kang', 'dedi', 'mulyadi', 'persib', 'juara']",positif,"[0.997628390789032, 0.002184678101912141, 0.00018694010213948786]"
reaksi video kang dedi mulyadi dedek bikin orang tua renung,Wed May 07 14:46:14 +0000 2025,"['reaksi', 'video', 'kang', 'dedi', 'mulyadi', 'dedek', 'bikin', 'orang', 'tua', 'renung']",netral,"[0.0001005686353892088, 0.9995346069335938, 0.0003647975972853601]"
kang dedi mulyadi film the match udah tayang netflix,Wed May 07 15:17:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'film', 'the', 'match', 'udah', 'tayang', 'netflix']",netral,"[0.000159725736011751, 0.9996364116668701, 0.00020390439021866769]"
dedi mercury eeeee yoooo,Wed May 07 14:49:00 +0000 2025,"['dedi', 'mercury', 'eeeee', 'yoooo']",netral,"[0.00015439702838193625, 0.9996516704559326, 0.00019393596448935568]"
theredsindo dimarzio kagak kdb kang dedi mulyadi,Wed May 07 21:01:32 +0000 2025,"['theredsindo', 'dimarzio', 'kagak', 'kdb', 'kang', 'dedi', 'mulyadi']",netral,"[0.0003192108415532857, 0.998712420463562, 0.0009683521930128336]"
cc rano karno kemarin nyindir kasih solusi tawur ikut kang dedi mulyadi gengsi,Wed May 07 12:49:55 +0000 2025,"['cc', 'rano', 'karno', 'kemarin', 'nyindir', 'kasih', 'solusi', 'tawur', 'ikut', 'kang', 'dedi', 'mulyadi', 'gengsi']",netral,"[0.00032801416818983853, 0.9831468462944031, 0.01652514934539795]"
kegblgnunfaedh orang tua tanggung berani buat gagal rawat terima konsenkuensi upaya koreksi permanen dedi kirim masalah barak lempar tanggung nama anak ya tanggung orang tua kecuali dewasa,Wed May 07 12:56:10 +0000 2025,"['kegblgnunfaedh', 'orang', 'tua', 'tanggung', 'berani', 'buat', 'gagal', 'rawat', 'terima', 'konsenkuensi', 'upaya', 'koreksi', 'permanen', 'dedi', 'kirim', 'masalah', 'barak', 'lempar', 'tanggung', 'nama', 'anak', 'ya', 'tanggung', 'orang', 'tua', 'kecuali', 'dewasa']",negatif,"[3.82389007427264e-05, 0.00020926618890371174, 0.9997524619102478]"
artikel beda populisme zaman ahokanies zaman kang dedi mulyadi baca hidup betawi hidup islam bunuh ahok bangga benci orang moga era kang dedi mulyadi,Wed May 07 13:12:54 +0000 2025,"['artikel', 'beda', 'populisme', 'zaman', 'ahokanies', 'zaman', 'kang', 'dedi', 'mulyadi', 'baca', 'hidup', 'betawi', 'hidup', 'islam', 'bunuh', 'ahok', 'bangga', 'benci', 'orang', 'moga', 'era', 'kang', 'dedi', 'mulyadi']",negatif,"[0.00021261186338961124, 0.08752390742301941, 0.9122634530067444]"
kang dedi mulyadi lambat selamat menang kim tae ri,Wed May 07 15:16:55 +0000 2025,"['kang', 'dedi', 'mulyadi', 'lambat', 'selamat', 'menang', 'kim', 'tae', 'ri']",netral,"[0.16475243866443634, 0.8284956812858582, 0.006751925218850374]"
kang dedi mulyadi pleasee rekomendasiin senderr drama baik jcw dongg huhu sadarr keren banget main action nangisss,Wed May 07 15:16:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pleasee', 'rekomendasiin', 'senderr', 'drama', 'baik', 'jcw', 'dongg', 'huhu', 'sadarr', 'keren', 'banget', 'main', 'action', 'nangisss']",positif,"[0.998980700969696, 0.0006035901024006307, 0.0004157777293585241]"
penasaran chanel kang dedi mulyadi iseng lihat video barak ujung berjamjam namatin bas video kes pasar caringin situ liat kang dedi mulyadi erti duduk solusi masalah sampah kunjung barak,Wed May 07 13:14:03 +0000 2025,"['penasaran', 'chanel', 'kang', 'dedi', 'mulyadi', 'iseng', 'lihat', 'video', 'barak', 'ujung', 'berjamjam', 'namatin', 'bas', 'video', 'kes', 'pasar', 'caringin', 'situ', 'liat', 'kang', 'dedi', 'mulyadi', 'erti', 'duduk', 'solusi', 'masalah', 'sampah', 'kunjung', 'barak']",netral,"[0.03242646902799606, 0.9595774412155151, 0.00799600500613451]"
jagat maya kang dedi mulyadi pengaruh kadang sedih lihat bocilbocil tonton kang dedi mulyadi sisi jenaka lihat komunikasi kang dedi mulyadi sukses jangkau akar rumput amp warga kota sayang kadang bijak cenderung fasis,Wed May 07 17:26:49 +0000 2025,"['jagat', 'maya', 'kang', 'dedi', 'mulyadi', 'pengaruh', 'kadang', 'sedih', 'lihat', 'bocilbocil', 'tonton', 'kang', 'dedi', 'mulyadi', 'sisi', 'jenaka', 'lihat', 'komunikasi', 'kang', 'dedi', 'mulyadi', 'sukses', 'jangkau', 'akar', 'rumput', 'amp', 'warga', 'kota', 'sayang', 'kadang', 'bijak', 'cenderung', 'fasis']",positif,"[0.9887346625328064, 0.007837550714612007, 0.0034278440289199352]"
kang dedi mulyadi bahaya trus solusi ya ajarin voters bursa caprescawapres lbh teliti amp pandai picik sibuk cari antitesa martir or everything people can change but value not bayangin atur negara lu ubah tuh tokoh menit,Wed May 07 15:39:18 +0000 2025,"['kang', 'dedi', 'mulyadi', 'bahaya', 'trus', 'solusi', 'ya', 'ajarin', 'voters', 'bursa', 'caprescawapres', 'lbh', 'teliti', 'amp', 'pandai', 'picik', 'sibuk', 'cari', 'antitesa', 'martir', 'or', 'everything', 'people', 'can', 'change', 'but', 'value', 'not', 'bayangin', 'atur', 'negara', 'lu', 'ubah', 'tuh', 'tokoh', 'menit']",negatif,"[4.3061143514933065e-05, 0.0001693432277534157, 0.9997876286506653]"
jihadarfandi merapiuncover driver shopeenya sangka lawan tubuh orang putus ajar hidup penuh kejut,Wed May 07 12:44:43 +0000 2025,"['jihadarfandi', 'merapiuncover', 'driver', 'shopeenya', 'sangka', 'lawan', 'tubuh', 'orang', 'putus', 'ajar', 'hidup', 'penuh', 'kejut']",netral,"[0.0009392715292051435, 0.9684585928916931, 0.030602118000388145]"
kang dedi mulyadi maraneh wajib pasek wargi pasek eta nanaonan warga fasisme mesti buka lapker entas miskin yapping kang dedi mulyadi hoream wawargi teu pasek pasek batal lapker luas gapenting mbasalah,Wed Apr 30 03:20:01 +0000 2025,"['kang', 'dedi', 'mulyadi', 'maraneh', 'wajib', 'pasek', 'wargi', 'pasek', 'eta', 'nanaonan', 'warga', 'fasisme', 'mesti', 'buka', 'lapker', 'entas', 'miskin', 'yapping', 'kang', 'dedi', 'mulyadi', 'hoream', 'wawargi', 'teu', 'pasek', 'pasek', 'batal', 'lapker', 'luas', 'gapenting', 'mbasalah']",positif,"[0.9979863166809082, 0.0011799873318523169, 0.000833759258966893]"
hebat pengaruh kang dedi mulyadi kang dedi mulyadi mahasiswa kunjung pendopo purwakarta beliau jabat bupati beliau ramah cerdas pikir maju mata beliau moga ri pecah mitos presiden,Wed May 07 10:57:09 +0000 2025,"['hebat', 'pengaruh', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'mahasiswa', 'kunjung', 'pendopo', 'purwakarta', 'beliau', 'jabat', 'bupati', 'beliau', 'ramah', 'cerdas', 'pikir', 'maju', 'mata', 'beliau', 'moga', 'ri', 'pecah', 'mitos', 'presiden']",positif,"[0.9992654919624329, 0.0004235926317051053, 0.0003109170065727085]"
mas dedi impoten ajak,Tue Jul 02 13:56:50 +0000 2024,"['mas', 'dedi', 'impoten', 'ajak']",negatif,"[0.0005993232480250299, 0.002275994047522545, 0.9971247315406799]"
buzzer kang dedi mulyadi gapunya empati ya tolol salah si mobil korban kondisi buzzernya duit perak segitunya dah,Wed May 07 09:46:31 +0000 2025,"['buzzer', 'kang', 'dedi', 'mulyadi', 'gapunya', 'empati', 'ya', 'tolol', 'salah', 'si', 'mobil', 'korban', 'kondisi', 'buzzernya', 'duit', 'perak', 'segitunya', 'dah']",negatif,"[2.8716349333990365e-05, 0.00013228910393081605, 0.9998389482498169]"
kang dedi mulyadi nih emang riset riset masuk barak militer main mobile legends main blue archive,Wed May 07 09:39:03 +0000 2025,"['kang', 'dedi', 'mulyadi', 'nih', 'emang', 'riset', 'riset', 'masuk', 'barak', 'militer', 'main', 'mobile', 'legends', 'main', 'blue', 'archive']",netral,"[0.0001927469711517915, 0.9995635151863098, 0.00024363874399568886]"
serius kemarin gue gabisa bedain orang bahas korean myday kang dedi mulyadi singkat bjir kang dedi mulyadi kmd,Wed May 07 07:34:00 +0000 2025,"['serius', 'kemarin', 'gue', 'gabisa', 'bedain', 'orang', 'bahas', 'korean', 'myday', 'kang', 'dedi', 'mulyadi', 'singkat', 'bjir', 'kang', 'dedi', 'mulyadi', 'kmd']",netral,"[0.006457585375756025, 0.9879818558692932, 0.0055605340749025345]"
indonesia hoki gila anies bayang lawan ahok anies model kang dedi mulyadi dorong bangkit betawi islam bayangin hell indonesia untung ketiban prabowo paham prabowo hitam doi,Wed May 07 12:12:42 +0000 2025,"['indonesia', 'hoki', 'gila', 'anies', 'bayang', 'lawan', 'ahok', 'anies', 'model', 'kang', 'dedi', 'mulyadi', 'dorong', 'bangkit', 'betawi', 'islam', 'bayangin', 'hell', 'indonesia', 'untung', 'ketiban', 'prabowo', 'paham', 'prabowo', 'hitam', 'doi']",negatif,"[5.0834278226830065e-05, 0.00029878015629947186, 0.9996503591537476]"
the audacity from these people while panggil warga jawa barat bela kang dedi mulyadi kultus,Wed May 07 12:27:52 +0000 2025,"['the', 'audacity', 'from', 'these', 'people', 'while', 'panggil', 'warga', 'jawa', 'barat', 'bela', 'kang', 'dedi', 'mulyadi', 'kultus']",netral,"[0.0007362376782111824, 0.9990966320037842, 0.00016706906899344176]"
park boyoung gencet jinyoung ryu kyungsoo gemetz keciil kang dedi mulyadi our unwritten seoul cepat tayang udah sabarr moga promosi,Wed May 07 12:35:29 +0000 2025,"['park', 'boyoung', 'gencet', 'jinyoung', 'ryu', 'kyungsoo', 'gemetz', 'keciil', 'kang', 'dedi', 'mulyadi', 'our', 'unwritten', 'seoul', 'cepat', 'tayang', 'udah', 'sabarr', 'moga', 'promosi']",positif,"[0.8472023606300354, 0.14964838325977325, 0.0031491736881434917]"
abis rk terbit kang dedi mulyadi ajg teeeeehhhhhhh,Wed May 07 09:46:59 +0000 2025,"['abis', 'rk', 'terbit', 'kang', 'dedi', 'mulyadi', 'ajg', 'teeeeehhhhhhh']",netral,"[0.0005237316363491118, 0.987863302230835, 0.011613007634878159]"
kang dedi mulyadi weak hero aaaa hyunwookjihoon hp netflix guysss lucu banget hyunwook bungkuk mulu biar sejajar anak kicik,Wed May 07 10:17:57 +0000 2025,"['kang', 'dedi', 'mulyadi', 'weak', 'hero', 'aaaa', 'hyunwookjihoon', 'hp', 'netflix', 'guysss', 'lucu', 'banget', 'hyunwook', 'bungkuk', 'mulu', 'biar', 'sejajar', 'anak', 'kicik']",positif,"[0.9923974871635437, 0.0035146938171237707, 0.004087895154953003]"
kang dedi mulyadi byeon wooseok charrin alias mini geum myeong,Wed May 07 09:59:28 +0000 2025,"['kang', 'dedi', 'mulyadi', 'byeon', 'wooseok', 'charrin', 'alias', 'mini', 'geum', 'myeong']",netral,"[0.00024406843294855207, 0.9994660019874573, 0.0002899512182921171]"
kang dedi mulyadi kang haneul amp go minsi drama tayang udah lucu lupa lihat tastefully yours tanggal mei netflix,Wed May 07 10:17:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kang', 'haneul', 'amp', 'go', 'minsi', 'drama', 'tayang', 'udah', 'lucu', 'lupa', 'lihat', 'tastefully', 'yours', 'tanggal', 'mei', 'netflix']",netral,"[0.03077832981944084, 0.9678105115890503, 0.0014110844349488616]"
kang dedi mulyadi woojin ngelamar eunjae pagi pagi pas eunjae tidur scene cantik selamat meni woojineunjae,Wed May 07 10:51:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'woojin', 'ngelamar', 'eunjae', 'pagi', 'pagi', 'pas', 'eunjae', 'tidur', 'scene', 'cantik', 'selamat', 'meni', 'woojineunjae']",netral,"[0.0007795126875862479, 0.9989930987358093, 0.00022739284031558782]"
what a talented boys action cast kang dedi mulyadi weak hero class nyanyi guysss moga pankapan konten nyanyingisi ost bareng,Wed May 07 11:07:12 +0000 2025,"['what', 'a', 'talented', 'boys', 'action', 'cast', 'kang', 'dedi', 'mulyadi', 'weak', 'hero', 'class', 'nyanyi', 'guysss', 'moga', 'pankapan', 'konten', 'nyanyingisi', 'ost', 'bareng']",netral,"[0.00020187754125799984, 0.9996790885925293, 0.00011908719898201525]"
kang dedi mulyadi resident playbook pacar,Wed May 07 09:59:15 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pacar']",netral,"[0.00020236520504113287, 0.9996122717857361, 0.0001854057627497241]"
kang dedi mulyadi pesona cewek cantik agens kim taeri jeon yeobeen baeksang kemarin,Wed May 07 10:37:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pesona', 'cewek', 'cantik', 'agens', 'kim', 'taeri', 'jeon', 'yeobeen', 'baeksang', 'kemarin']",positif,"[0.9984402060508728, 0.0013336640549823642, 0.00022617228387389332]"
